AGE,GENDER,MARITAL_STATUS,CUSTOMER_CLASS,LINE_TENURE,SUBPLAN,SUBPLAN_PREVIOUS,NUM_TEL,PAY_METD,PAY_METD_PREV,CUSTOMER_TYPE
1,1,1,3,1574,2105,2105,2,4,4,0
1,1,1,3,810,2137,2104,3,1,2,0
2,1,0,3,864,2134,2134,3,1,1,0
2,0,1,3,1482,2242,2156,2,0,2,0
2,1,0,3,2109,2102,2101,3,2,2,0
1,1,1,6,566,2206,2102,2,2,2,1
2,0,0,3,1558,2242,2114,3,2,1,0
1,0,1,4,375,2242,2242,1,2,2,0
2,1,1,3,863,2135,2136,2,2,2,0
2,1,0,3,413,2242,2241,1,4,4,0
2,1,1,3,1422,2102,2102,4,2,2,1
2,0,1,3,1775,2107,2102,1,2,1,0
2,0,1,7,976,2156,2156,1,2,2,0
2,0,0,3,310,2242,2242,3,2,2,0
2,1,0,3,407,2242,2242,3,2,2,0
1,1,1,3,1864,2102,2101,2,2,2,1
2,0,0,3,591,2206,2206,1,2,2,0
1,1,1,3,1735,2107,2101,2,1,1,1
2,0,0,3,2632,2101,2101,2,2,2,0
1,0,1,3,386,2242,2101,3,2,2,0
2,0,1,3,2396,2103,2101,3,1,2,0
1,1,1,5,1204,2135,2101,1,2,2,0
1,0,1,3,409,2101,2101,4,2,2,0
2,1,0,3,2883,2102,2101,1,2,2,0
1,1,1,3,1311,2105,2119,2,0,2,0
2,1,1,7,1924,2156,2105,3,1,2,0
2,1,1,3,2337,2102,2101,2,2,2,0
1,0,1,7,2035,2161,2166,2,1,2,0
2,1,0,3,2080,2206,2101,4,4,2,0
2,0,0,7,808,2156,2101,3,2,2,0
1,1,1,3,2804,2102,2101,2,2,2,1
2,0,0,3,1084,2241,2101,3,2,2,0
2,0,0,7,1197,2208,2156,2,2,2,0
2,0,0,3,261,2242,2242,2,2,2,0
2,1,1,3,257,2241,2241,1,2,2,1
2,1,0,3,1071,2105,2105,4,2,2,0
2,1,0,3,288,2242,2242,1,2,2,0
2,1,0,3,234,2241,2241,3,2,2,0
2,1,0,3,464,2241,2242,4,2,0,0
2,0,0,3,576,2206,2206,1,2,2,0
2,0,1,3,969,2114,2106,6,2,2,0
1,0,1,3,1013,2135,2107,2,2,2,0
2,1,0,3,2669,2102,2102,3,2,2,1
2,0,0,7,964,2166,2166,1,1,1,0
1,0,1,3,2608,2107,2101,4,0,4,0
1,1,1,3,626,2206,2206,1,2,2,0
2,0,0,7,1622,2156,2156,1,0,3,0
1,0,1,3,1057,2105,2101,6,2,2,0
2,0,0,3,1555,2206,2101,1,4,4,0
2,0,1,3,2295,2104,2102,4,2,2,0
1,0,1,3,979,2101,2101,2,2,2,0
1,1,1,3,1441,2206,2101,4,4,2,1
1,0,1,3,670,2242,2241,2,2,2,1
2,0,0,3,692,2101,2102,2,2,0,0
2,1,1,3,2583,2104,2102,4,4,2,1
1,1,1,3,352,2241,2241,2,2,2,0
2,0,1,3,2423,2206,2102,2,2,2,0
1,0,1,3,213,2242,2242,1,2,2,0
3,1,0,3,2020,2101,2101,1,4,4,0
2,0,1,3,730,2135,2135,3,2,2,0
1,0,1,3,872,2102,2102,3,2,2,0
1,0,1,3,2020,2105,2103,2,2,2,0
2,0,1,3,348,2241,2241,1,2,2,0
3,1,1,3,1121,2105,2105,3,2,2,0
1,0,1,3,445,2206,2206,3,2,2,0
1,1,1,4,639,2206,2206,1,2,2,1
2,1,0,3,1678,2107,2101,4,2,2,0
1,1,1,3,1175,2206,2103,1,2,2,0
2,1,1,3,2138,2119,2105,2,2,2,0
2,0,1,3,1981,2242,2135,2,4,2,0
1,1,1,3,2035,2105,2105,2,2,2,1
2,0,0,3,472,2242,2242,1,2,2,0
2,1,0,7,1492,2156,2156,2,2,0,0
2,1,1,3,820,2105,2105,4,2,2,0
2,0,0,3,2596,2102,2101,5,0,2,1
2,1,1,3,328,2242,2242,2,2,2,0
2,1,1,3,895,2101,2101,1,2,2,0
1,1,1,3,2044,2102,2101,2,2,2,0
3,1,0,3,1102,2101,2101,2,2,2,0
2,0,0,5,745,2135,2134,1,2,2,0
2,1,0,3,399,2241,2241,1,2,2,0
2,1,0,3,1953,2105,2101,2,0,0,0
2,0,1,3,3126,2101,2103,1,1,2,0
2,1,0,3,2695,2102,2101,1,2,2,0
1,0,1,3,544,2242,2206,1,2,2,0
2,1,1,3,1332,2105,2105,1,2,2,0
1,1,1,3,1129,2119,2119,3,2,2,0
1,0,1,3,1010,2119,2119,2,2,2,0
2,1,1,3,1539,2114,4101,1,4,4,0
3,1,0,3,1860,2101,2103,2,0,0,0
3,0,0,3,213,2242,2242,3,2,2,0
2,0,0,3,947,2119,2119,3,1,2,0
2,1,1,3,2924,2248,2102,2,2,1,0
2,1,0,3,1837,2102,2101,3,2,2,0
2,0,1,3,198,2241,2241,1,2,2,0
2,0,0,3,1878,2119,2105,6,2,2,0
2,1,0,3,305,2241,2241,1,2,2,0
2,0,1,3,913,2105,2105,4,2,2,0
2,1,1,3,1892,2242,2206,1,4,2,0
2,0,0,3,638,2206,2206,1,2,2,0
2,1,0,3,1675,2105,2105,2,2,2,0
2,1,1,3,351,2242,2242,2,2,2,0
2,0,0,3,1557,2241,2242,1,4,4,0
2,1,1,3,1232,2242,2105,4,0,2,0
2,0,1,3,226,2241,2243,7,2,2,0
2,0,0,3,369,2103,2103,3,2,2,0
2,0,0,3,2074,2241,2101,2,2,2,0
2,1,0,3,1034,2107,2101,4,2,2,0
2,1,0,3,1876,2105,2105,2,2,2,0
2,1,0,3,2145,2101,2101,2,2,2,0
2,1,1,3,196,2242,2242,1,2,2,0
2,1,0,3,914,2105,2105,2,4,2,0
1,0,1,3,901,2242,2206,1,2,2,1
1,0,1,3,369,2241,2241,2,2,2,0
2,1,0,3,1559,2115,4102,3,0,2,0
1,1,1,3,1140,2101,2101,4,2,2,0
1,1,1,3,2555,2102,2101,2,2,2,0
1,0,1,3,2281,2102,2101,4,2,2,0
1,0,1,3,2471,2102,2101,1,2,2,1
2,1,0,3,765,2135,2135,1,2,2,0
1,0,1,3,2101,2102,2101,2,2,2,1
2,1,1,7,1720,2156,2105,2,1,1,0
2,0,0,3,276,2241,2241,1,2,2,0
1,0,0,3,1585,2105,2105,3,2,2,0
2,1,1,7,2188,2166,2161,5,2,1,0
2,1,1,3,2453,2107,2101,2,0,2,0
2,1,0,3,610,2135,2135,1,2,2,0
1,1,1,3,2047,2102,2101,1,1,2,1
3,1,0,3,2296,2101,2101,1,4,4,0
2,1,0,3,723,2135,2135,1,2,2,1
2,0,0,3,2800,2102,2101,4,2,2,0
2,0,0,3,936,2101,2101,3,2,2,0
1,1,1,3,1316,2242,2135,2,1,2,0
2,1,1,3,432,2242,2242,1,2,2,0
1,0,1,7,1108,2156,2161,4,0,0,0
2,0,0,7,2611,2166,2161,1,4,2,0
2,0,1,3,993,2241,2136,1,2,2,0
1,0,1,3,1200,2105,2105,2,2,2,0
1,0,1,4,525,2242,2206,1,2,2,0
2,0,0,3,717,2135,2135,1,2,2,0
2,1,0,7,526,2202,2202,4,4,4,0
2,0,1,3,2418,2101,2101,3,2,2,0
2,0,0,3,2939,2241,2101,1,1,1,0
2,1,0,7,1698,2209,2156,1,2,2,0
2,0,0,3,592,2206,2206,1,2,2,0
1,1,1,3,709,2248,2135,1,2,2,0
1,1,1,3,609,2135,2135,2,2,2,0
2,0,1,3,2014,2102,2101,2,0,2,0
1,0,0,3,679,2135,2135,4,2,2,0
2,0,0,3,2394,2242,2107,4,2,2,0
2,1,0,3,3105,2101,2101,1,2,2,0
2,1,0,3,960,2119,2119,6,2,2,0
1,1,1,3,359,2242,2242,1,2,2,0
2,1,1,7,1128,2166,2166,1,2,2,1
2,0,0,3,1554,2241,2114,2,2,2,0
2,1,0,3,661,2206,2101,2,2,2,1
2,1,0,3,1165,2242,2101,2,1,1,0
1,1,1,3,2923,2101,2101,3,2,2,0
1,0,1,3,473,2241,2101,1,2,2,0
2,1,1,3,1084,2248,2114,2,2,1,0
1,0,1,3,1588,2242,2105,4,2,2,0
1,0,1,3,2117,2105,2101,2,2,2,0
1,0,1,7,1288,2166,2161,2,2,2,1
2,1,1,3,1345,2242,2104,1,4,2,1
2,1,1,3,2234,2105,2105,2,2,2,0
2,0,0,3,431,2241,2241,2,2,2,0
2,0,1,3,1549,2105,2105,2,4,4,0
1,1,1,7,2254,2166,2102,3,2,2,1
1,1,1,6,1401,2101,2101,1,2,2,0
2,1,0,3,2398,2104,2104,2,2,2,0
2,0,1,3,508,2101,2101,3,2,2,1
2,1,0,3,2548,2101,2101,1,2,2,0
2,0,0,3,551,2206,2206,3,2,2,0
1,1,1,7,1996,2166,2161,2,2,2,0
1,0,1,3,2052,2101,2101,1,0,2,0
2,1,1,3,408,2248,2135,5,2,2,0
2,1,0,3,1879,2105,2105,3,2,2,0
2,1,1,3,325,2242,2242,2,2,2,0
2,1,0,3,2436,2101,2101,2,2,2,0
1,1,1,3,3004,2137,2104,1,1,2,0
2,1,0,3,1018,2242,2102,1,4,2,1
1,1,1,3,2350,2206,2101,1,2,2,0
1,1,1,3,470,2242,2242,1,2,2,0
2,1,1,3,250,2242,2242,3,2,2,0
2,1,1,3,1558,2135,2102,2,2,1,0
2,1,1,3,2805,2107,2101,3,2,2,0
2,0,0,3,639,2135,2135,2,2,2,0
1,0,1,3,1444,2101,2101,1,2,2,0
1,0,1,6,452,2241,2101,1,2,2,0
2,1,1,7,2268,2155,2160,3,2,2,0
2,1,0,3,1934,2105,2105,3,2,2,0
2,0,0,3,1682,2105,2105,3,4,4,0
2,1,0,3,1512,2242,2102,2,2,2,1
1,0,1,3,2840,2101,2101,2,0,2,0
1,1,1,3,1317,2243,2102,1,2,2,0
2,0,0,3,685,2135,2135,4,2,2,0
2,1,0,3,1389,2107,2101,4,2,2,0
2,1,1,3,291,2242,2242,3,2,2,0
2,1,0,3,254,2242,2242,1,2,2,0
2,0,0,3,447,2241,2241,1,2,2,0
2,1,0,3,2023,2105,2105,2,4,4,0
2,1,0,3,2939,2241,2107,4,2,2,0
2,1,1,5,347,2242,2242,1,2,2,0
2,1,0,3,1927,2101,2101,3,2,2,0
1,0,1,3,2037,2248,2243,1,2,4,0
2,1,1,3,3034,2101,2101,3,1,1,0
1,0,1,4,226,2242,2242,0,2,2,0
2,0,0,3,1800,2135,2102,2,4,4,0
1,1,1,3,295,2242,2242,1,2,2,0
2,0,1,9,1573,2137,2136,24,2,2,0
2,0,1,3,500,2206,2206,2,0,0,0
1,1,1,3,2063,2101,2101,2,2,2,0
1,1,1,3,991,2243,2102,3,2,2,0
1,0,1,3,853,2119,2119,2,2,2,0
2,1,1,6,1697,2101,2101,1,2,2,0
1,1,1,3,419,2242,2241,4,2,2,0
1,1,1,3,1716,2242,2102,2,2,2,1
2,1,1,7,1132,2156,2156,2,2,2,0
2,0,1,9,977,2166,2166,10,4,4,0
2,0,0,3,217,2241,2241,1,2,2,0
2,1,0,3,183,2242,2241,4,2,2,0
2,1,1,7,1434,2156,2156,3,1,1,0
3,1,0,3,1765,2102,2101,2,0,2,0
2,1,0,3,2173,2104,2102,2,2,1,0
2,1,0,7,1168,2156,2156,3,0,2,0
2,0,0,3,878,2105,2105,2,4,2,0
3,1,0,3,890,2105,2105,2,2,2,0
2,0,1,3,2645,2102,2102,1,2,2,0
1,1,1,3,2609,2102,2101,1,2,2,0
2,1,1,3,1010,2242,2101,2,2,2,0
2,0,1,3,231,2242,2242,5,2,2,0
2,1,1,3,289,2242,2242,2,2,2,0
2,0,0,3,1717,2104,2107,6,2,2,1
2,0,0,3,1899,2101,2101,2,2,2,0
1,0,1,3,2254,2101,2156,3,2,4,0
2,1,0,3,2528,2242,2102,3,2,2,0
1,1,1,3,563,2135,2136,2,2,2,0
1,1,1,3,2519,2101,2101,2,1,1,0
2,1,0,3,324,2241,2241,4,2,2,0
2,1,0,3,2404,2101,2101,3,2,2,0
2,0,0,3,707,2136,2136,1,2,2,0
1,1,1,3,1102,2242,2135,1,2,2,0
1,0,1,3,593,2206,2206,2,2,2,0
2,1,0,3,583,2243,2206,3,2,2,0
1,0,1,4,1039,2101,2101,2,2,2,0
1,0,1,4,612,2206,2206,1,2,2,0
2,0,0,3,2941,2248,2101,5,4,4,0
2,0,0,3,768,2135,2135,2,2,2,0
1,1,1,3,338,2242,2242,2,2,2,0
1,1,1,3,2146,2248,2242,3,2,2,0
2,1,1,3,1563,2241,2102,2,3,2,0
2,1,1,9,938,2151,2151,10,0,2,1
2,0,0,3,687,2106,2106,4,2,4,0
2,1,1,6,1479,2101,2103,1,2,2,1
3,1,0,3,1290,2101,2101,2,2,2,0
2,1,1,3,3110,2101,2101,2,2,2,0
2,1,1,3,2011,2104,2102,4,2,2,0
1,0,1,3,1240,2107,2107,3,2,2,0
2,1,0,3,1647,2105,2105,2,2,2,0
1,1,1,7,2154,2166,2102,1,2,2,1
2,1,0,3,385,2242,2242,2,2,2,0
2,1,0,5,947,2103,2103,3,2,2,0
2,1,1,8,2667,2242,2102,4,2,2,0
3,0,0,3,243,2242,2242,1,2,2,0
3,0,0,3,939,2101,2101,3,2,2,0
2,0,1,3,994,2241,2119,2,2,2,0
2,0,0,3,1204,2241,2107,1,2,2,0
2,0,1,3,2942,2242,2107,1,1,1,1
2,0,0,3,317,2242,2242,2,2,2,0
2,1,1,3,774,2135,2102,5,2,2,0
2,1,0,3,639,2135,2135,1,2,2,0
1,1,1,3,1558,2104,2102,1,1,2,0
1,1,1,3,1711,2101,2101,2,2,2,0
1,1,1,3,245,2242,2242,4,2,2,0
2,0,0,3,1032,2119,2119,2,2,2,0
2,1,1,3,1262,2105,2105,2,2,2,0
2,0,0,3,1949,2135,2101,2,2,2,0
1,1,1,3,1342,2135,2206,1,2,2,0
2,1,0,3,288,2242,2242,2,2,2,0
1,1,1,7,468,2156,2156,1,2,2,0
2,1,0,3,851,2107,2101,5,1,1,0
3,1,0,3,2402,2101,2101,2,2,2,0
2,0,1,7,2309,2166,2161,1,2,1,0
2,1,1,3,1736,2102,2101,3,2,2,0
2,1,0,3,1535,2105,2105,3,2,2,0
1,1,1,3,2151,2105,2101,2,2,2,0
2,1,0,3,936,2242,2101,1,2,2,0
2,1,0,3,3016,2135,2101,2,2,2,0
2,1,1,6,1016,2101,2101,1,2,2,0
2,0,0,6,380,2103,2103,1,2,2,0
1,0,1,3,440,2241,2241,1,2,2,0
1,0,1,3,402,2206,2206,1,2,2,1
2,0,0,5,1832,2101,2101,1,2,2,0
2,0,0,3,928,2242,2101,3,2,2,0
1,0,1,3,2068,2242,2101,1,2,2,0
2,1,0,3,393,2241,2241,3,2,2,0
2,1,1,3,1788,2119,2105,2,4,2,0
2,0,0,7,2033,2155,2155,1,2,2,0
2,1,0,3,1417,2102,2102,5,2,2,1
2,1,0,3,1097,2105,2105,2,2,2,0
1,0,1,6,615,2135,2135,1,2,2,0
1,0,1,3,2676,2101,2101,1,2,2,0
2,0,1,3,752,2252,2206,2,2,2,0
1,1,1,7,2702,2161,2101,2,0,2,1
1,1,1,3,1214,2242,2107,1,2,2,1
2,1,0,3,577,2135,2135,2,2,2,0
2,0,0,3,1914,2101,2101,2,4,2,1
1,0,1,3,953,2101,2101,2,2,2,0
2,0,1,3,2815,2241,2101,4,2,2,0
2,1,0,3,1082,2105,2105,2,2,2,0
2,1,1,3,755,2135,2107,7,2,2,0
1,1,1,3,2038,2105,2101,2,2,2,0
1,0,1,6,1858,2101,2101,1,2,2,0
2,1,1,3,2467,2120,2102,2,2,2,0
2,1,1,3,1137,2241,2102,1,2,2,0
2,1,0,3,1157,2105,2101,3,2,1,0
2,0,0,3,449,2241,2241,6,2,2,0
2,0,0,3,1599,2241,2103,1,4,4,0
1,1,1,3,2728,2242,2102,2,2,2,0
2,0,0,3,1939,2248,2242,1,2,2,0
1,1,1,3,608,2206,2206,2,2,2,0
2,1,1,7,1286,2156,2156,5,4,2,0
1,1,1,4,276,2242,2242,1,2,2,0
1,0,1,3,1232,2101,2102,1,2,2,0
2,0,0,3,270,2241,2241,2,2,2,0
2,0,0,3,797,2105,2105,2,4,2,0
2,0,1,9,1342,2163,2163,22,4,2,1
1,1,1,3,700,2136,2135,3,2,2,0
1,1,1,4,359,2248,2242,1,2,2,0
1,0,1,4,594,2248,2243,1,2,2,0
1,1,1,3,2639,2102,2101,2,1,1,0
2,0,0,3,316,2242,2242,3,2,2,0
2,1,0,3,723,2135,2135,2,2,2,0
2,0,0,3,936,2105,2105,6,2,2,0
2,1,0,3,911,2119,2119,2,4,4,0
2,1,1,3,435,2242,2242,3,2,2,0
2,1,0,3,1738,2101,2101,2,2,2,0
2,0,0,3,529,2242,2135,2,2,2,0
2,1,0,7,1493,2161,2156,2,0,2,0
2,1,0,3,2885,2101,2101,2,1,1,0
2,1,1,7,1027,2119,2119,2,3,4,0
1,0,1,3,331,2242,2242,1,4,4,0
2,0,1,3,2799,2241,2107,4,2,1,0
2,0,1,3,2662,2101,2101,2,2,2,0
2,1,0,3,391,2242,2102,1,2,2,0
2,1,1,3,1883,2242,2101,1,2,1,0
1,1,1,3,1002,2105,2105,2,2,1,0
1,1,1,7,2026,2156,2101,2,1,1,0
2,1,1,3,812,2101,2101,3,2,2,0
2,1,1,3,1465,2101,2101,1,2,2,0
2,0,0,3,636,2135,2135,1,2,2,0
2,1,1,3,2005,2101,2107,2,2,2,0
2,0,1,3,1662,2242,2135,3,2,2,0
2,1,0,3,676,2101,2101,1,2,2,0
2,1,1,5,1069,2119,2119,3,2,2,0
1,0,1,3,1668,2105,2105,2,2,2,0
2,1,1,7,222,2161,2101,2,2,2,0
1,1,1,3,373,2243,2243,3,2,2,0
1,0,1,3,2447,2104,2101,4,2,2,1
2,0,0,3,320,2242,2242,3,2,2,0
2,1,0,3,1787,2101,2101,2,2,2,0
2,0,0,3,1425,2105,2105,4,2,2,0
2,1,0,3,234,2241,2241,3,2,2,0
2,1,0,3,761,2206,2134,2,2,2,0
3,1,0,3,601,2135,2101,2,2,2,0
1,1,1,4,555,2206,2206,1,2,2,0
2,0,1,3,1724,2102,2134,4,2,2,0
2,0,0,7,1278,2156,2156,2,2,2,0
2,0,0,3,1708,2105,2105,2,2,2,0
2,0,0,3,822,2101,2101,2,2,2,0
2,0,0,3,502,2242,2206,1,2,2,0
2,0,0,3,996,2242,2101,1,2,2,0
2,1,0,3,257,2242,2242,1,2,2,0
2,0,0,3,1816,2105,2105,4,2,2,0
2,1,1,5,464,2242,2242,1,1,1,0
1,0,1,6,986,2242,2103,1,2,2,0
1,0,1,3,313,2206,2206,2,2,2,0
3,1,0,3,830,2105,2105,2,2,2,0
2,1,0,3,426,2241,2241,2,2,2,0
1,0,1,3,489,2119,2105,2,2,1,0
1,0,1,3,2111,2248,2102,1,1,1,0
2,0,0,3,2327,2104,2102,3,2,2,0
1,0,1,3,598,2136,2136,1,2,2,1
2,0,1,3,1975,2105,2105,2,4,2,1
3,1,0,3,2433,2101,2101,1,2,2,0
2,1,0,3,2345,2248,2101,2,2,2,0
3,1,0,3,2126,2101,2101,2,4,4,0
2,1,0,3,351,2242,2242,1,2,2,0
1,0,1,3,767,2242,2243,1,2,2,1
2,1,0,3,1739,2105,2105,2,2,2,0
1,1,1,6,889,2248,2102,1,2,2,0
2,1,0,3,464,2241,2241,2,2,2,0
2,1,1,3,489,2135,2135,1,2,2,1
1,0,1,4,434,2242,2242,2,2,2,1
2,1,0,3,3018,2107,2101,5,2,2,0
2,0,1,9,2019,2212,2194,2637,2,2,0
2,1,0,7,1427,2166,2166,4,2,4,0
2,1,1,7,1655,2156,2166,4,2,2,1
2,1,1,3,1254,2105,2105,4,2,2,0
2,1,0,3,1993,2107,2101,1,4,2,0
1,1,1,4,368,2242,2242,1,2,2,0
1,0,1,4,341,2242,2242,1,2,2,0
2,1,0,3,650,2242,2137,2,2,2,0
2,1,1,7,1425,2156,2156,2,1,2,0
1,0,1,3,2426,2242,2101,3,2,2,0
1,1,1,3,1910,2120,2101,4,2,2,0
2,1,0,3,1192,2242,2114,2,2,2,0
2,1,1,3,1488,2102,2104,1,2,1,0
2,0,0,3,1688,2102,2101,1,2,2,1
2,1,0,3,1555,2242,2114,1,2,2,0
1,0,1,3,2029,2101,2105,2,1,4,0
2,1,1,3,2737,2101,2101,1,2,2,0
2,1,1,3,2283,2206,2101,1,2,2,0
1,1,1,3,1008,2105,2105,4,4,4,0
2,1,1,3,2063,2101,2155,2,2,2,0
1,1,1,3,1692,2101,2101,3,2,2,0
1,0,1,7,225,2208,2208,5,2,2,0
2,0,0,3,1558,2242,2135,5,2,2,0
1,0,1,3,588,2242,2206,1,2,2,0
2,1,0,3,1542,2114,4101,2,4,2,0
2,1,0,3,1914,2101,2101,2,2,2,0
2,1,0,7,774,2155,2155,5,2,2,0
2,1,1,3,2311,2104,2102,2,2,0,0
1,0,1,3,195,2242,2242,4,2,2,0
2,1,0,3,2867,2101,2101,1,2,2,0
2,0,0,3,547,2135,2135,3,2,2,1
2,1,0,3,2608,2135,2101,2,2,2,0
1,1,1,3,1843,2101,2102,2,2,2,0
2,1,1,8,2590,2102,2101,1,2,2,0
1,1,0,3,1356,2105,2105,2,2,2,0
2,1,1,3,303,2241,2241,3,2,2,0
2,1,1,3,2452,2104,2136,2,1,2,0
1,1,1,7,279,2156,2156,2,2,2,0
2,0,0,3,2801,2101,2101,1,2,2,0
2,1,1,7,1704,2156,2156,4,2,0,0
2,0,1,3,322,2241,2241,1,2,2,0
2,0,0,3,1042,2242,2119,2,2,2,0
2,0,0,3,339,2241,2241,1,2,2,0
2,1,0,3,1591,2241,2135,1,1,1,0
2,1,1,3,2939,2101,2101,2,2,1,0
2,1,0,3,2439,2101,2101,2,1,1,0
1,1,1,7,2547,2166,2107,3,1,2,0
2,1,1,3,2013,2242,2135,3,0,2,0
2,1,0,3,1858,2102,2102,3,2,1,0
2,0,0,7,320,2156,2242,1,2,2,0
2,0,0,3,1164,2105,2105,2,2,2,0
2,1,1,7,2217,2156,2156,2,2,2,0
1,0,1,3,1315,2101,2101,5,4,4,0
2,1,0,7,1884,2166,2101,2,4,4,0
2,0,1,3,1191,2101,2103,2,2,2,1
2,1,0,3,680,2135,2135,1,2,2,0
2,0,1,3,1472,2206,2103,1,2,2,0
1,0,1,4,1304,2107,2107,1,2,2,0
2,0,1,3,2680,2101,2101,2,2,1,0
1,0,1,3,1166,2241,2119,2,2,2,0
2,1,0,7,1709,2156,2156,1,2,2,1
2,1,0,3,2447,2102,2104,3,2,2,0
2,0,0,3,506,2206,2206,4,2,2,0
2,0,1,3,1443,2248,2242,6,2,2,1
1,1,1,3,187,2242,2242,1,2,2,0
2,1,1,3,705,2104,2102,3,2,2,1
3,1,0,3,352,2241,2241,2,2,2,0
2,1,1,3,1532,2114,2107,3,0,2,0
1,1,1,3,982,2135,2101,2,2,2,1
2,1,0,3,1704,2101,2101,6,0,0,0
2,0,0,3,387,2242,2242,1,2,2,0
2,0,0,3,2182,2101,2101,1,2,2,0
1,1,0,3,728,2206,2102,5,2,2,0
1,0,1,3,1116,2107,2101,2,2,2,0
1,0,1,4,408,2242,2242,1,2,2,0
2,0,0,3,1780,2102,2105,2,2,2,0
2,0,0,3,631,2241,2135,4,2,2,0
2,1,0,3,2727,2242,2101,2,2,2,0
2,1,0,7,1833,2156,2156,1,2,2,0
2,0,0,3,1703,2101,2105,2,2,2,0
2,1,0,3,2809,2120,2135,4,2,2,0
2,0,0,3,337,2241,2241,1,2,2,0
2,0,0,3,626,2206,2206,1,2,2,0
1,1,1,3,2031,2105,2105,2,3,2,0
2,1,0,7,1774,2105,2105,3,2,2,0
1,0,1,3,493,2248,2242,1,2,0,1
1,0,1,3,2438,2243,2102,2,1,1,0
2,1,0,3,443,2135,2135,2,2,2,0
1,1,1,3,623,2135,2135,1,2,2,0
2,0,0,3,268,2242,2242,8,2,2,0
1,1,1,3,271,2117,2117,4,2,2,0
1,0,1,3,430,2242,2242,1,2,2,0
2,0,0,3,2077,2101,2101,2,2,2,1
2,0,1,3,2775,2101,2101,2,1,1,0
2,0,0,3,2615,2242,2101,1,2,2,0
2,1,1,7,588,2210,2135,5,2,2,0
2,1,0,3,2118,2102,2101,1,2,2,1
2,1,0,3,1545,2105,2105,4,1,1,0
2,0,0,3,428,2242,2105,4,2,2,0
2,0,0,3,797,2105,2105,2,2,2,0
1,0,1,3,1742,2242,2105,2,1,1,0
2,0,0,3,180,2105,2105,2,2,2,0
1,0,1,3,1143,2101,2101,2,2,2,0
2,1,1,3,1548,2120,2102,4,2,2,0
2,1,1,3,931,2242,2101,8,4,2,1
2,0,0,3,1542,2105,2105,2,0,2,0
2,1,0,3,1196,2119,2119,5,0,2,0
1,1,1,3,973,2102,2102,1,0,2,1
2,1,0,3,416,2117,2117,4,2,2,0
2,1,1,3,2064,2102,2102,3,2,2,0
1,1,1,3,2400,2248,2102,2,4,4,0
1,1,1,3,788,2135,2135,5,2,2,0
2,1,0,3,1493,2241,2101,5,2,2,0
2,1,0,3,1127,2136,2101,2,2,2,0
1,0,1,3,1409,2243,2102,2,2,2,0
2,1,0,3,655,2105,2105,4,2,2,0
2,1,0,3,1998,2242,2107,3,3,2,0
1,1,1,3,2685,2242,2102,1,2,2,0
1,1,1,7,1711,2183,2101,6,1,2,0
2,1,0,3,1746,2105,2105,3,3,2,0
1,1,1,3,1669,2242,2101,2,2,2,0
1,1,1,4,284,2242,2242,1,2,2,0
2,0,0,3,1875,2105,2105,2,2,2,0
1,1,1,3,2420,2242,2101,1,4,4,0
2,0,0,3,449,2137,2243,1,2,2,1
2,0,1,3,1548,2114,4101,2,2,4,0
2,0,0,3,1725,2101,2101,1,2,2,0
2,0,0,3,2397,2101,2101,2,2,2,0
2,1,0,3,1738,2119,2101,3,2,2,0
2,1,1,7,2477,2166,2166,1,1,2,0
2,1,0,5,408,2242,2242,1,2,2,0
1,0,1,3,2218,2127,2101,1,1,2,0
1,1,1,7,1132,2212,2156,3,2,2,0
2,1,1,3,1837,2102,2101,1,3,3,0
2,0,0,3,2585,2102,2107,2,0,0,1
1,1,1,3,1569,2101,2101,4,2,2,0
2,1,0,3,1553,2135,2114,1,2,2,0
2,0,0,3,675,2135,2135,2,2,2,0
1,1,1,3,242,2135,2135,2,2,2,0
2,0,0,3,519,2101,2101,1,2,1,0
1,0,1,3,1876,2242,2101,2,1,1,0
1,1,1,3,908,2248,2135,5,2,2,1
2,0,1,3,1752,2105,2105,2,2,2,0
2,0,0,3,731,2102,2101,1,2,0,1
2,0,0,3,1769,2242,2101,2,2,2,0
2,1,0,3,1693,2104,2136,2,2,2,0
2,0,1,3,2630,2101,2101,2,4,4,0
1,1,1,6,1493,2114,2103,1,2,2,0
2,1,1,3,3085,2101,2101,1,1,1,0
2,1,0,3,408,2241,2241,1,2,2,0
1,1,1,3,1412,2101,2206,1,2,2,0
2,1,0,3,1502,2101,2101,1,2,2,0
2,0,0,3,333,2241,2241,1,2,2,0
1,1,1,3,1362,2243,2248,3,2,4,0
2,1,1,3,2557,2101,2101,1,0,2,0
1,1,1,3,1088,2241,2107,3,2,2,0
2,1,1,5,1720,2135,2101,1,2,2,1
2,1,1,7,1426,2156,2156,3,0,2,0
2,1,0,3,1667,2103,2102,3,2,2,0
1,0,1,3,2614,2102,2109,3,2,2,0
2,0,0,3,604,2206,2206,3,2,2,0
1,1,1,3,1778,2242,2107,1,2,4,0
2,1,1,3,2457,2242,2107,2,4,4,0
1,0,1,6,216,2242,2242,1,2,2,0
2,1,1,3,1555,2115,4102,4,2,2,0
1,0,1,3,1536,2103,2103,1,4,4,0
2,1,0,3,1494,2114,2242,1,1,2,0
1,0,1,7,1711,2165,2101,1,4,4,0
2,1,1,3,593,2102,2101,2,1,2,1
