Word,Num,Frequence,Mut,Freedom_L,Freedom_R,Den,Rep,Mark
我要,2,152,4.2,1.754,1.732,1.189,0.0,-1
就是,2,148,5.0,2.078,2.527,1.236,0.0357142857142857,0
水印,2,143,7.5,2.984,2.031,1.245,0.25,1
弹幕,2,140,7.0,3.239,3.436,1.311,0.0,1
没有,2,139,5.6,2.481,1.748,1.057,0.0,0
你们,2,132,4.8,2.744,2.789,1.085,0.0,0
视频,2,130,7.6,2.608,3.114,1.189,0.0,1
百万,2,130,6.2,2.002,1.487,1.226,0.0,0
第一,2,130,5.1,1.592,1.279,1.226,0.0,0
还有,2,126,5.2,1.714,1.496,0.981,0.0714285714285714,0
成功,2,122,7.1,1.597,1.33,1.151,0.0,0
硬币,2,116,7.4,1.645,2.064,1.085,0.0,1
泽文,2,106,4.7,2.038,3.095,0.981,0.0,-1
这个,2,101,4.9,2.766,3.165,0.934,0.0,0
人才,2,100,5.1,2.064,1.784,0.896,0.1071428571428571,0
小嘴,2,97,7.1,1.359,1.334,0.915,0.0,-1
给你,2,94,4.1,1.373,2.178,0.821,0.1428571428571428,-1
转载,2,89,7.1,1.917,2.023,0.84,0.0,1
b站,2,89,5.7,2.192,2.907,0.83,0.0,1
75,2,82,5.2,1.887,2.838,0.698,0.0,-1
准备,2,74,7.8,2.457,1.457,0.651,0.0,0
字幕,2,74,6.3,2.94,2.873,0.698,0.0,1
一碗,2,72,5.0,1.876,1.847,0.585,0.3571428571428571,-1
饿死,2,69,5.8,1.311,1.632,0.34,0.0,0
翻译,2,66,8.1,2.115,3.1,0.613,0.0,0
已经,2,59,7.6,2.055,2.668,0.547,0.0,0
有点,2,58,5.0,2.043,2.074,0.547,0.0,0
一次,2,54,4.4,1.996,2.364,0.491,0.0,-1
也不,2,53,4.8,1.875,1.761,0.406,0.0,-1
怎么,2,48,5.9,2.441,2.738,0.453,0.0,0
发现,2,46,7.2,2.079,1.703,0.415,0.0,0
社会,2,46,6.7,1.968,2.091,0.33,0.25,0
鬼畜,2,45,6.8,2.9,2.415,0.415,0.0357142857142857,1
投币,2,42,7.0,2.244,1.842,0.368,0.0,1
开始,2,42,6.9,2.6,2.163,0.396,0.0,0
自己,2,40,7.6,1.468,1.736,0.377,0.0,0
优秀,2,40,8.0,2.164,1.972,0.368,0.0,0
可以,2,39,6.7,2.476,2.461,0.34,0.1071428571428571,0
好听,2,37,5.2,2.577,1.358,0.292,0.2142857142857142,0
押韵,2,37,8.8,2.02,2.209,0.34,0.0357142857142857,1
最右,2,36,6.1,1.895,2.489,0.33,0.0,-1
晕了,2,35,4.7,1.877,1.386,0.292,0.1428571428571428,-1
兄弟,2,33,6.4,2.393,1.391,0.311,0.0,0
导演,2,31,8.8,1.618,1.285,0.264,0.0357142857142857,0
垃圾,2,30,9.2,1.772,1.386,0.274,0.0,0
哥哥,2,30,5.5,1.25,2.124,0.264,0.0357142857142857,0
石灰,2,30,9.1,1.537,1.279,0.283,0.0,0
都是,2,29,4.3,2.521,2.75,0.274,0.0,-1
终于,2,28,8.1,1.561,1.892,0.255,0.0,0
看过,2,27,4.5,2.032,1.441,0.255,0.0,0
下面,2,27,4.6,1.906,2.618,0.245,0.0,0
有毒,2,23,5.4,2.107,1.609,0.217,0.0,0
正在,2,23,6.6,1.666,2.087,0.217,0.0,0
旁边,2,22,8.6,1.561,1.646,0.208,0.0,0
谢谢,2,22,7.8,1.451,1.667,0.208,0.0,0
感觉,2,22,7.5,1.804,2.306,0.198,0.0,0
韩语,2,20,4.2,2.107,1.69,0.189,0.0,-1
红字,2,20,6.2,1.889,2.322,0.189,0.0,-1
注意,2,20,4.7,1.748,2.523,0.189,0.0,0
今天,2,19,6.5,2.197,1.923,0.179,0.0,0
观看,2,19,6.4,2.306,1.55,0.179,0.0,0
蓝字,2,19,6.5,1.792,2.26,0.17,0.0,1
以为,2,19,6.3,1.519,1.677,0.179,0.0,0
中国,2,18,5.5,1.418,2.26,0.151,0.0,0
大佬,2,18,6.7,2.138,1.386,0.16,0.0357142857142857,1
现在,2,17,5.5,1.667,2.589,0.16,0.0,0
45,2,16,4.2,1.532,1.899,0.094,0.0714285714285714,-1
原唱,2,15,7.7,1.847,1.82,0.142,0.0,1
时候,2,15,6.3,1.287,2.441,0.142,0.0,0
qq,2,15,6.4,1.594,1.231,0.113,0.0357142857142857,-1
觉得,2,14,5.9,1.73,1.909,0.132,0.0,0
举报,2,14,8.9,2.485,1.692,0.123,0.0,1
喜欢,2,14,6.2,2.144,1.692,0.104,0.0,0
带劲,2,14,8.2,1.666,1.242,0.132,0.0,1
哪里,2,14,5.5,1.227,1.609,0.123,0.0,0
孩子,2,14,7.2,1.748,2.095,0.132,0.0,0
看到,2,13,4.6,1.242,1.778,0.123,0.0,0
食用,2,13,5.4,1.285,1.213,0.123,0.0,0
收藏,2,13,8.8,2.079,1.792,0.104,0.0,0
看见,2,13,4.3,2.164,2.023,0.113,0.0,0
老师,2,12,4.3,1.666,1.498,0.113,0.0,0
脏话,2,12,8.7,1.465,1.386,0.104,0.0357142857142857,1
应该,2,12,7.3,1.273,2.095,0.113,0.0,0
44,2,11,5.3,1.213,1.768,0.047,0.0714285714285714,-1
放过,2,11,4.9,1.834,1.33,0.104,0.0,0
74,2,11,4.6,1.418,1.594,0.047,0.0,-1
原版,2,10,8.1,1.303,1.889,0.094,0.0,1
底下,2,10,5.5,1.792,2.043,0.094,0.0,0
歌词,2,10,6.3,1.748,1.748,0.094,0.0,0
不住,2,9,4.7,1.311,1.667,0.085,0.0,0
循环,2,9,10.1,1.609,1.561,0.085,0.0,0
节奏,2,9,9.8,1.332,1.332,0.085,0.0,0
手机,2,8,5.1,1.748,1.748,0.075,0.0,1
87,2,8,4.4,1.667,1.55,0.047,0.0,-1
听到,2,8,5.7,1.609,1.733,0.075,0.0,0
王境泽,3,691,5.5,2.773,3.503,5.67,1.0,1
ing,3,257,4.7,2.409,1.457,2.047,0.0,-1
up主,3,75,5.8,2.338,2.443,0.708,0.0,1
播放量,3,69,7.9,1.508,2.476,0.651,0.0,1
烤面筋,3,43,7.9,1.866,1.494,0.368,0.0357142857142857,1
高泽文,3,34,5.3,2.352,2.65,0.311,0.0,1
文言文,3,27,6.9,2.025,2.508,0.255,0.0,1
skr,3,25,5.0,1.673,1.778,0.208,0.1071428571428571,1
为什么,3,21,4.6,1.277,2.37,0.198,0.0,0
蛋炒饭,3,20,6.8,1.352,1.242,0.189,0.0,-1
是排骨,3,18,5.5,1.581,1.499,0.17,0.0,-1
变形计,3,15,7.1,1.567,1.386,0.132,0.0,1
字幕君,3,15,6.9,1.468,2.146,0.142,0.0,1
阿婆主,3,15,7.7,1.609,1.666,0.142,0.0,1
已经被,3,14,6.1,1.228,1.772,0.132,0.0,-1
小哥哥,3,13,6.3,1.561,1.471,0.123,0.0,1
101,3,11,4.2,1.303,1.846,0.104,0.0,-1
蔡徐坤,3,9,9.7,1.386,1.792,0.085,0.0,1
的时候,3,8,4.6,1.733,1.748,0.075,0.0,-1
王镜泽,3,8,4.8,1.332,1.386,0.075,0.0,1
个朋友,3,8,6.1,1.494,1.277,0.075,0.0,-1
还是对,3,8,5.7,1.386,1.255,0.075,0.0,-1
注入灵魂,4,1017,5.4,2.538,1.923,9.292,0.2857142857142857,1
那个女人,4,154,5.5,1.699,1.321,1.453,0.0,1
禁止搬运,4,52,5.4,1.211,1.609,0.491,0.0,-1
1000,4,41,5.6,1.386,1.298,0.377,0.0357142857142857,-1
这个视频,4,25,6.3,1.876,2.099,0.236,0.0,-1
霍顿,2,538,4.1,3.595,2.759,4.179,0.0,1
牛逼,2,71,5.1,1.83,1.615,0.504,0.4666666666666667,1
nb,2,69,5.1,2.072,1.371,0.374,1.0,-1
孙杨,2,69,5.9,2.872,3.426,0.545,0.0666666666666666,1
三连,2,60,6.3,2.46,1.478,0.423,0.3333333333333333,1
什么,2,54,6.2,2.166,2.654,0.439,0.0,0
up,2,52,5.8,2.132,2.303,0.423,0.0,1
进化,2,35,4.6,1.216,1.475,0.285,0.0,0
厉害,2,32,6.6,1.834,1.484,0.236,0.2,0
打脸,2,28,6.8,2.342,1.498,0.22,0.0666666666666666,-1
中国,2,26,4.3,2.205,2.042,0.211,0.0,0
这个,2,23,4.9,2.144,2.872,0.187,0.0,0
可以,2,22,6.5,2.107,2.305,0.154,0.2,0
鬼畜,2,22,6.7,2.306,1.831,0.179,0.0,1
弹幕,2,22,7.3,2.098,2.306,0.179,0.0,1
押韵,2,21,7.4,1.973,1.458,0.163,0.0666666666666666,1
道歉,2,17,6.7,2.032,1.386,0.138,0.0,0
现在,2,17,6.1,1.386,2.262,0.138,0.0,0
支持,2,15,7.6,1.609,1.488,0.114,0.0,0
开心,2,13,5.5,1.594,1.332,0.106,0.0,0
药王,2,13,6.2,1.242,2.043,0.106,0.0,-1
必须,2,12,7.8,1.609,1.699,0.098,0.0,0
怎么,2,12,6.2,1.609,2.369,0.098,0.0,0
视频,2,12,8.0,1.414,1.55,0.098,0.0,1
没有,2,11,4.7,2.025,2.272,0.081,0.0,0
b站,2,11,4.8,1.609,1.831,0.089,0.0,1
还是,2,11,4.4,1.906,2.272,0.089,0.0,0
药杨,2,9,4.2,1.332,1.946,0.073,0.0,-1
我们,2,8,4.1,1.386,1.906,0.057,0.0,0
跟风,2,8,7.2,1.609,1.561,0.057,0.0,-1
时候,2,8,6.9,1.213,1.609,0.065,0.0,0
油管,2,8,7.6,1.733,1.332,0.065,0.0,-1
ji,2,7,4.8,1.561,1.332,0.057,0.0,-1
兴奋剂,3,39,6.3,1.899,2.144,0.317,0.0,-1
up主,3,20,5.9,1.834,2.205,0.163,0.0,1
人血书,3,10,5.6,1.505,1.581,0.081,0.0,-1
声音,2,216,4.4,1.663,2.224,1.43,0.0,0
灵魂,2,168,4.7,2.185,2.269,1.093,0.0,0
这个,2,98,4.1,2.943,2.676,0.636,0.0,0
没有,2,97,4.4,2.703,1.956,0.629,0.0,0
日语,2,73,4.6,3.282,3.193,0.464,0.0,-1
up,2,69,4.5,2.276,2.303,0.45,1.0,1
弹幕,2,56,5.9,1.99,2.724,0.364,0.0,1
感觉,2,43,5.9,2.135,2.752,0.285,0.0,0
什么,2,35,5.6,1.798,3.016,0.232,0.0,0
还是,2,26,4.3,1.45,2.149,0.172,0.0,0
喜欢,2,24,6.6,2.177,2.014,0.159,0.0,0
怎么,2,23,5.6,2.206,2.346,0.146,0.0,0
英语,2,22,4.0,1.923,2.066,0.146,0.0,0
回来,2,20,4.5,1.303,1.213,0.132,0.0,0
有点,2,19,4.1,2.272,1.908,0.126,0.0,0
厉害,2,19,6.9,1.831,1.295,0.119,1.0,0
语言,2,18,5.0,1.952,2.305,0.113,0.0,0
版本,2,18,4.3,1.579,2.197,0.119,0.0,-1
日本,2,16,4.1,1.561,1.894,0.099,0.0,0
字幕,2,15,5.4,1.772,2.025,0.099,0.0,1
气势,2,15,6.8,1.237,1.735,0.099,0.0,0
不行,2,13,4.8,1.277,1.303,0.086,0.0,0
原版,2,12,5.0,1.609,2.095,0.079,0.0,1
也太,2,11,4.1,1.581,1.594,0.073,0.0,-1
鬼畜,2,11,6.6,1.735,1.946,0.073,0.0,1
中文,2,10,4.8,1.352,1.332,0.066,0.0,0
翻译,2,10,7.5,2.043,1.792,0.06,0.0,0
发现,2,9,6.0,1.475,1.427,0.06,0.0,0
这句,2,9,4.1,1.386,1.33,0.06,0.0,-1
卡哇伊,3,34,5.8,1.792,1.733,0.225,0.0,1
英文版,3,31,5.2,1.933,2.167,0.205,0.0,-1
up主,3,25,4.6,1.799,2.083,0.166,0.0,1
英语版,3,9,4.6,1.494,1.475,0.06,0.0,-1
个版本,3,8,4.2,1.213,1.386,0.053,0.0,-1
斯巴拉西,4,190,4.7,1.386,1.973,1.252,1.0,-1
没有灵魂,4,53,4.7,2.079,1.561,0.344,0.0,1
这个声音,4,34,4.5,1.421,2.274,0.225,0.0,-1
高级弹幕,4,24,5.8,1.332,1.567,0.159,0.0,1
太可爱了吧,5,34,4.4,2.138,1.386,0.225,0.0,-1
老张,2,515,4.3,2.867,3.357,0.702,0.1,-1
上香,2,451,4.4,1.838,2.081,0.572,0.7,1
看过,2,292,4.2,2.142,2.442,0.393,0.5,0
爱丽,2,242,4.8,2.841,2.896,0.323,0.6,-1
大虾,2,203,4.9,2.634,4.096,0.269,0.1,1
这个,2,191,4.3,3.102,3.544,0.263,0.0,0
什么,2,99,5.7,2.58,3.23,0.136,0.0,0
可爱,2,99,4.1,1.628,1.971,0.137,0.0,0
视频,2,88,6.2,2.565,2.945,0.112,0.0,1
可以,2,75,4.8,2.353,2.676,0.09,1.0,0
灿烈,2,60,6.5,2.032,2.204,0.082,0.0,1
没有,2,60,4.7,1.825,1.388,0.082,0.0,0
弹幕,2,48,6.7,2.141,2.725,0.066,0.0,1
重庆,2,47,6.7,1.56,2.682,0.065,0.0,0
卧槽,2,42,6.9,1.332,2.431,0.057,0.1,1
有点,2,39,4.8,2.925,2.216,0.054,0.0,0
濑濑,2,37,4.8,2.025,1.906,0.048,0.1,-1
小露,2,32,5.6,2.17,2.307,0.044,0.0,-1
怎么,2,30,5.6,1.793,2.919,0.042,0.0,0
鬼畜,2,30,6.4,2.602,2.393,0.042,0.0,1
知道,2,28,6.7,1.832,2.585,0.039,0.0,0
那个,2,26,4.1,2.626,2.81,0.036,0.0,0
意思,2,25,6.8,1.408,1.934,0.035,0.0,0
出来,2,23,4.5,2.073,1.39,0.032,0.0,0
粉丝,2,23,6.7,2.037,2.488,0.029,0.0,1
老坛,2,23,4.3,1.561,2.154,0.029,0.2,-1
居然,2,22,6.6,1.48,2.146,0.03,0.0,0
时候,2,21,6.6,1.657,2.736,0.028,0.0,0
雷安,2,21,6.8,2.079,1.906,0.029,0.0,-1
喜欢,2,21,6.6,1.965,2.119,0.029,0.0,0
人才,2,20,4.4,1.979,1.561,0.026,0.1,0
00,2,20,4.2,1.904,1.709,0.022,0.0,-1
魔鬼,2,20,5.2,1.333,1.56,0.028,0.0,0
竟然,2,19,6.4,1.708,2.129,0.026,0.0,0
以为,2,19,4.2,1.222,2.379,0.026,0.0,0
p图,2,19,5.5,1.407,2.098,0.026,0.0,1
狂三,2,18,6.4,1.748,1.677,0.025,0.0,1
素材,2,18,7.7,1.385,1.386,0.025,0.0,0
现在,2,16,4.8,2.043,2.303,0.022,0.0,0
广告,2,16,7.3,2.253,1.386,0.022,0.0,0
眼睛,2,15,7.5,1.352,1.561,0.021,0.0,0
老婆,2,15,4.2,2.045,1.889,0.021,0.0,0
突然,2,15,6.6,1.561,2.211,0.021,0.0,0
尴尬,2,14,7.3,1.965,1.906,0.019,0.0,0
头发,2,11,4.4,1.735,1.889,0.015,0.0,0
开哥,2,11,5.0,1.609,1.667,0.015,0.0,-1
觉得,2,11,4.5,1.414,2.272,0.015,0.0,0
出现,2,11,5.1,1.667,1.303,0.015,0.0,0
暂停,2,10,8.1,1.386,1.581,0.014,0.0,1
b站,2,10,4.6,1.273,1.906,0.011,0.0,1
百万,2,9,6.7,1.386,2.043,0.012,0.0,0
押韵,2,9,8.5,1.523,1.561,0.012,0.0,1
不错,2,9,5.0,1.946,1.386,0.012,0.0,0
更新,2,8,4.7,1.733,1.55,0.011,0.0,0
时间,2,8,5.9,1.321,1.386,0.011,0.0,0
同款,2,8,7.4,1.792,1.792,0.011,0.0,1
这样,2,8,4.0,1.946,2.079,0.011,0.0,0
bgm,3,67,5.0,2.114,1.892,0.093,0.0,1
徐大虾,3,57,5.0,2.378,3.004,0.075,0.0,1
一之濑,3,43,5.2,1.465,2.692,0.057,0.0,-1
恶魔人,3,32,5.3,1.748,1.906,0.043,0.0,1
周冬雨,3,26,7.2,1.972,2.079,0.036,0.0,-1
为什么,3,21,4.6,1.475,2.335,0.028,0.0,0
力元君,3,16,5.9,1.386,2.079,0.022,0.0,-1
卢姥爷,3,16,6.2,1.427,1.677,0.022,0.0,1
up主,3,16,6.3,2.144,2.254,0.021,0.0,1
水视频,3,12,4.2,2.369,1.386,0.017,0.0,1
不知道,3,10,4.2,2.197,1.667,0.014,0.0,-1
万粉丝,3,9,6.3,1.677,1.332,0.012,0.0,-1
有点像,3,9,5.2,1.609,1.889,0.012,0.0,-1
这个视频,4,12,4.4,1.733,1.748,0.017,0.0,-1
牛逼,2,23,6.1,2.164,1.561,0.151,1.0,1
翻译,2,22,6.7,2.425,2.164,0.158,0.0,0
三连,2,17,6.7,1.494,1.642,0.108,0.5,1
直接,2,13,6.9,1.831,2.245,0.086,0.5,0
鬼畜,2,12,7.3,1.792,1.906,0.086,0.0,1
英语,2,10,5.1,1.386,1.427,0.072,0.0,0
什么,2,8,7.3,1.667,2.079,0.058,0.0,0
卢本伟,3,20,6.7,1.386,1.285,0.144,0.0,1
cxk,3,12,6.3,1.561,1.946,0.086,0.0,1
lbwnb,5,129,4.1,1.792,1.386,0.921,0.5,-1
转世,2,9,4.9,1.494,1.55,0.0,0.0,-1
大爷,2,23,4.8,2.098,2.398,0.0,0.0,0
押韵,2,18,6.0,1.792,2.254,0.0,0.0,1
保国,2,16,6.3,1.314,1.643,0.0,0.0,-1
特效,2,9,6.4,1.33,1.609,0.0,0.0,1
二仙桥,3,28,5.6,2.26,2.476,0.0,0.0,1
四姨,2,290,6.0,1.69,1.431,0.778,1.0,-1
弹幕,2,158,7.0,2.585,2.444,1.127,0.0,1
没有,2,24,6.3,2.452,2.776,0.183,0.0,0
什么,2,24,8.3,2.007,2.67,0.19,0.0,0
就是,2,21,5.2,2.282,2.666,0.167,0.0,0
你们,2,21,4.1,1.708,1.98,0.167,0.0,0
好听,2,18,4.3,2.369,1.386,0.143,0.0,0
这个,2,18,5.2,2.138,2.582,0.127,0.0,0
知道,2,16,6.0,1.369,1.3,0.111,0.0,0
关羽,2,15,9.4,1.696,1.517,0.095,0.0465116279069767,1
死灵,2,15,4.2,1.304,1.55,0.119,0.0,-1
这么,2,12,5.1,2.254,2.254,0.095,0.0,0
怎么,2,12,8.2,1.792,1.792,0.079,0.0,0
可以,2,11,4.7,1.846,1.846,0.071,0.0,0
职业,2,9,8.1,1.215,1.494,0.071,0.0,0
dnf,3,36,6.8,1.813,1.379,0.19,0.0,-1
l19,3,10,4.9,1.887,1.889,0.0,0.0,-1
l18,3,8,4.6,1.733,1.56,0.0,0.0,-1
出不去了,4,24,6.0,1.946,1.748,0.183,0.0232558139534883,-1
高级弹幕,4,16,7.2,1.55,2.043,0.127,0.0,1
广告,2,66,6.1,2.654,2.847,0.437,0.0,0
b站,2,65,5.9,1.826,2.603,0.43,0.0,1
填词,2,57,5.9,2.651,2.753,0.377,0.0,1
游戏,2,48,6.4,2.69,2.992,0.291,0.0,0
感动,2,46,5.4,2.186,1.561,0.305,0.0,0
好听,2,46,4.8,2.084,2.043,0.305,0.0,0
什么,2,46,5.7,2.154,2.999,0.291,0.0,0
鬼畜,2,41,6.4,2.641,2.33,0.265,0.0,1
硬币,2,41,6.4,1.401,2.462,0.265,0.0,1
莫名,2,40,6.4,1.386,2.035,0.265,0.0,1
怎么,2,40,5.7,2.744,3.108,0.258,0.0,0
弹幕,2,36,6.0,2.516,2.662,0.238,0.0,1
up,2,34,6.1,1.609,1.417,0.225,0.0,1
人才,2,31,4.7,1.858,1.589,0.199,1.0,0
笑死,2,25,6.0,2.138,1.408,0.166,0.0,1
不行,2,21,4.1,1.988,1.587,0.132,0.0,0
加入,2,18,6.5,1.805,1.353,0.119,0.0,0
多少,2,17,6.2,1.793,1.43,0.113,0.0,0
突然,2,17,7.1,1.332,2.069,0.113,0.0,0
装备,2,16,6.7,1.55,1.73,0.106,0.0,0
不错,2,15,4.1,1.885,1.494,0.099,0.0,0
回收,2,14,5.7,1.692,1.386,0.073,0.0,0
传奇,2,14,7.2,2.369,1.667,0.086,0.0,0
素材,2,13,7.7,1.834,1.799,0.086,0.0,0
可以,2,12,6.2,1.906,1.748,0.066,1.0,0
视频,2,10,7.6,1.906,1.792,0.066,0.0,1
这些,2,9,5.2,1.946,2.079,0.06,0.0,0
声音,2,9,4.4,1.242,1.561,0.06,0.0,0
歌词,2,9,4.9,1.33,1.792,0.06,0.0,0
几个,2,8,4.3,1.733,1.748,0.046,0.0,0
tm,2,8,4.4,1.748,1.906,0.053,0.0,-1
原唱,2,8,6.3,1.733,1.242,0.053,0.0,1
送出,2,8,6.6,1.733,1.906,0.053,0.0,1
调音师,3,73,5.8,1.445,2.197,0.477,0.0,1
van,3,28,6.5,1.687,1.567,0.166,1.0,1
up主,3,21,6.4,1.386,2.205,0.139,0.0,1
陈小春,3,11,7.7,1.609,1.748,0.073,0.0,1
bgm,3,8,5.9,1.609,1.609,0.053,0.0,1
这首歌,3,8,5.0,1.748,1.748,0.053,0.0,1
贪玩蓝月,4,62,5.8,2.265,2.692,0.397,0.0,1
不敢点屏幕,5,33,4.3,1.737,1.367,0.219,0.0,-1
雷总,2,71,4.1,2.33,3.028,0.42,0.0,1
雷军,2,70,4.3,2.322,2.884,0.432,0.0,1
马云,2,59,4.4,1.485,2.762,0.352,0.0,1
什么,2,48,5.1,1.297,2.454,0.296,0.0,0
他们,2,46,4.9,1.729,3.047,0.222,0.0,0
tf,2,30,5.5,2.496,1.297,0.185,0.0,-1
up,2,29,4.9,1.946,1.474,0.173,0.0,1
弹幕,2,19,6.4,2.398,1.894,0.117,0.0,1
怎么,2,18,5.1,2.398,2.553,0.111,0.0,0
小米,2,17,5.4,1.887,2.205,0.105,0.0,1
鬼畜,2,15,6.3,2.138,2.254,0.093,0.0,1
眼睛,2,15,4.8,1.287,1.609,0.086,0.0,0
百万,2,15,5.8,1.242,1.437,0.093,0.0,0
三位,2,15,5.1,1.378,1.519,0.093,0.0,-1
充钱,2,14,4.6,2.025,2.485,0.08,0.0,1
填词,2,13,6.4,1.427,1.386,0.08,0.0,1
可以,2,13,6.0,1.834,1.889,0.074,1.0,0
大佬,2,12,5.5,1.359,1.303,0.074,0.0,1
那个,2,9,4.6,1.906,1.561,0.056,0.0,0
虽然,2,8,6.6,1.386,1.494,0.049,0.0,0
调音师,3,52,4.8,2.255,2.043,0.321,0.0,1
马化腾,3,45,4.4,1.9,2.737,0.265,0.0,1
为什么,3,29,5.0,1.242,1.925,0.179,0.0,0
up主,3,18,5.3,1.792,2.115,0.105,0.0,1
这么黑,3,13,4.1,1.699,1.54,0.08,0.0,-1
熊二,2,67,5.8,1.665,2.197,0.424,0.0,-1
up,2,51,5.4,2.084,1.984,0.323,0.0,1
优秀,2,47,5.8,2.095,1.424,0.278,0.375,0
厉害,2,43,6.3,2.131,1.698,0.215,1.0,0
怎么,2,41,5.5,1.638,2.735,0.259,0.0,0
这个,2,39,4.2,2.398,3.076,0.241,0.0,0
什么,2,33,5.6,1.659,2.878,0.209,0.0,0
有点,2,33,5.0,2.372,2.151,0.209,0.0,0
品如,2,25,6.7,1.866,2.007,0.158,0.0,1
硬币,2,20,6.3,1.909,2.097,0.127,0.0,1
人才,2,17,4.5,1.733,1.33,0.108,0.0,0
居然,2,17,6.5,2.025,1.952,0.108,0.0,0
觉得,2,16,6.1,2.047,2.396,0.101,0.0,0
鬼畜,2,15,5.6,1.846,1.241,0.095,0.0,1
口音,2,12,4.0,1.936,1.475,0.076,0.0,0
投币,2,11,6.0,1.748,1.242,0.063,0.125,1
渣男,2,11,5.5,1.475,1.792,0.07,0.0,1
喜欢,2,11,6.7,1.418,1.667,0.063,0.0,0
可以,2,10,6.1,1.332,1.332,0.063,0.0,0
那个,2,10,4.9,1.973,2.079,0.063,0.0,0
知道,2,9,6.8,1.427,1.386,0.038,0.0,0
贫乳,2,9,7.9,1.332,1.33,0.057,0.0,-1
有些,2,8,4.9,1.332,1.667,0.051,0.0,0
陕西,2,8,6.0,1.277,1.255,0.051,0.0,0
雷佳音,3,90,5.0,1.747,2.631,0.57,0.0,1
洪世贤,3,36,6.0,2.449,2.894,0.228,0.0,1
up主,3,18,5.5,1.332,1.708,0.114,0.0,1
高级弹幕,4,191,4.6,3.014,2.678,1.203,0.125,1
弹幕怎么,4,11,4.5,1.228,1.288,0.07,0.0,1
回家的诱惑,5,40,4.9,1.733,1.973,0.253,0.0,1
弹幕,2,46,7.2,2.21,2.599,0.807,0.0,1
佩奇,2,33,7.3,2.379,1.831,0.579,0.0,1
起来,2,18,6.8,1.624,1.635,0.316,0.0,0
re,2,18,4.1,2.133,1.768,0.211,0.0,-1
开始,2,16,7.8,1.277,1.427,0.263,0.0,0
nm,2,15,4.2,2.311,1.666,0.263,0.0,-1
tm,2,14,5.0,1.438,1.946,0.246,0.0,-1
什么,2,11,8.2,1.414,1.792,0.158,0.0,0
视频,2,10,8.2,2.043,1.386,0.175,0.0,1
gv,2,10,5.1,1.643,1.696,0.018,1.0,-1
现在,2,9,7.5,1.277,1.465,0.14,0.0,0
电影,2,9,6.1,1.277,1.332,0.088,0.0,0
没有,2,8,5.1,1.792,1.906,0.069,0.0,0
什么,2,8,5.5,1.33,1.609,0.078,0.0,0
波澜哥,3,17,5.1,1.332,2.305,0.167,0.0,1
老家,2,227,4.0,2.591,2.485,1.604,0.0,0
害怕,2,128,4.6,2.149,1.733,0.863,1.0,0
已经,2,88,5.0,1.496,1.929,0.626,0.0,0
好听,2,76,4.1,2.694,2.21,0.532,0.25,0
评委,2,50,5.7,1.792,1.886,0.36,0.0,1
淄博,2,45,5.9,2.047,2.068,0.309,0.5,-1
下车,2,43,4.8,1.415,1.332,0.259,0.0,0
什么,2,31,5.5,1.772,2.137,0.223,0.0,0
可以,2,25,5.8,2.274,1.772,0.158,0.75,0
山东,2,24,6.4,1.609,2.152,0.151,0.0,0
开始,2,22,4.8,2.096,2.293,0.158,0.0,0
有点,2,22,4.9,1.418,2.095,0.151,0.0,0
准备,2,19,6.7,1.768,2.15,0.137,0.0,0
那个,2,18,5.2,1.424,2.404,0.122,0.0,0
厉害,2,17,4.7,1.494,1.213,0.108,0.5,0
鬼畜,2,16,6.3,1.792,1.979,0.115,0.0,1
觉得,2,16,5.8,1.247,2.101,0.115,0.0,0
现在,2,14,5.1,1.386,2.206,0.101,0.0,0
弹幕,2,14,5.2,2.146,1.946,0.101,0.0,1
韩红,2,13,6.5,1.386,1.667,0.094,0.0,1
没有,2,13,4.2,1.733,2.02,0.079,0.0,0
耳机,2,11,6.5,1.386,1.523,0.065,0.0,1
tf,2,11,5.9,1.475,1.277,0.079,0.0,-1
还没,2,10,4.1,1.33,1.418,0.072,0.0,-1
世界,2,9,7.1,1.475,1.332,0.065,0.0,0
手榴弹,3,56,5.2,1.723,2.03,0.403,0.0,0
三幻神,3,38,4.7,1.979,1.332,0.273,0.0,1
三巨头,3,37,4.6,1.39,2.079,0.266,0.0,1
波澜哥,3,27,4.1,1.866,2.146,0.194,0.0,1
为什么,3,8,5.3,1.386,1.906,0.058,0.0,0
思维窃取,4,68,5.3,1.386,1.906,0.482,0.25,1
拿手榴弹,4,20,4.3,1.462,1.646,0.144,0.0,-1
知道高音哥,5,23,4.3,1.808,1.398,0.165,0.0,-1
这个,2,12,5.3,1.561,2.485,0.09,0.0,0
高考,2,8,6.0,1.748,1.748,0.06,0.0,0
老番茄,3,56,5.3,2.441,2.884,0.421,0.0,1
感谢,2,1970,5.1,1.866,5.009,11.951,0.0307692307692307,0
火箭,2,580,5.9,2.514,2.517,3.409,0.2153846153846154,0
好听,2,553,5.4,3.329,2.708,3.207,0.2923076923076923,0
林肯,2,456,5.6,2.398,1.793,2.695,0.0,1
an,2,410,4.2,1.858,2.758,2.396,0.0153846153846153,-1
真香,2,378,5.6,1.498,1.59,1.805,0.7692307692307693,1
玉米,2,348,6.3,2.391,2.698,2.067,0.0,0
up,2,294,5.2,3.3,2.113,1.762,0.0153846153846153,1
